Y,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14
5,3,0,1,0,1,1,3,3,3,3,1,1,4,N
4,7,1,2,0,7,1,1,1,4,3,2,5,2,2
3,5,1,1,0,1,2,4,5,6,3,2,1,1,B
2,6,1,2,0,7,1,3,1,2,2,2,5,2,M
3,8,2,2,1,4,1,2,1,5,3,2,3,1,2
4,8,2,2,0,1,1,5,4,5,3,2,3,4,P
4,3,0,1,2,3,1,2,2,4,2,2,2,4,1
4,7,1,2,3,5,1,3,3,6,3,2,3,4,P
4,4,0,1,0,8,1,6,2,2,3,2,2,2,2
5,8,0,1,0,1,1,5,4,1,3,2,1,1,P
4,4,1,1,0,1,2,5,3,1,2,4,1,1,K
3,8,1,2,0,2,1,5,4,1,2,2,3,2,M
3,3,1,1,0,8,2,5,2,3,3,3,2,2,Q
4,4,1,1,0,8,1,2,1,5,3,1,2,2,O
5,6,0,1,0,1,1,6,4,1,5,3,1,4,X
4,6,1,2,0,7,2,5,5,6,2,2,5,4,E
3,8,2,2,2,4,1,3,1,1,2,1,3,1,J
2,8,1,2,0,2,1,2,2,4,2,2,3,1,V
3,8,2,2,1,4,1,3,2,6,2,2,3,1,V
2,8,1,2,2,4,1,2,1,3,2,2,3,1,M
4,6,2,2,0,7,2,2,1,4,3,2,5,2,B
4,8,2,2,2,4,1,3,1,2,1,1,3,1,L
4,3,1,1,0,8,2,5,2,4,3,3,2,4,Q
4,8,2,2,0,2,1,3,3,5,3,3,3,1,Q
4,7,1,2,0,7,1,6,3,3,3,2,5,2,2
4,7,2,2,0,2,1,4,3,4,3,2,3,2,2
1,8,2,2,4,5,1,1,1,3,4,4,4,1,3
4,3,1,1,0,8,1,5,3,4,4,2,2,2,S
3,8,1,2,0,2,1,6,3,3,4,3,3,4,H
4,3,2,4,0,6,1,5,3,3,2,2,4,4,V
5,8,2,3,0,6,1,1,1,5,3,2,3,2,A
3,8,2,4,0,6,1,2,1,4,3,3,3,1,G
4,4,1,1,0,8,1,3,4,4,2,1,1,2,4
3,8,2,3,0,6,2,2,1,4,3,1,3,2,O
4,6,2,2,0,7,1,1,1,6,2,2,5,2,E
4,2,1,1,0,1,1,2,1,5,3,2,2,2,B
4,5,2,1,0,1,1,1,2,4,3,1,1,1,O
2,6,1,1,0,1,1,5,4,3,3,2,1,1,2
4,1,1,2,0,7,1,3,2,3,2,2,5,1,V
3,6,1,2,0,7,1,6,2,1,4,3,5,2,H
3,4,1,1,0,8,1,6,4,4,2,2,2,2,M
4,3,1,2,0,7,1,1,1,4,3,3,5,2,G
3,7,2,2,1,4,2,3,1,1,2,2,3,2,T
4,8,2,2,0,2,2,1,1,5,3,1,3,1,O
4,4,1,1,0,8,1,3,4,4,2,1,1,2,4
4,8,2,2,0,7,1,1,1,5,3,2,4,2,A
4,6,1,3,1,5,2,3,1,1,3,3,3,1,Q
4,6,0,1,0,1,2,3,1,1,3,3,1,2,Q
1,8,2,2,1,4,1,3,2,5,3,1,3,2,5
1,8,2,1,0,8,1,6,4,3,2,2,1,2,V
4,8,1,2,2,4,2,3,2,1,3,3,3,1,G
4,6,2,2,0,7,1,2,2,4,3,3,5,1,Q
3,8,1,2,2,4,1,5,3,1,3,2,3,1,P
3,8,1,2,0,7,1,1,2,4,2,2,4,2,1
2,8,2,2,0,1,2,2,1,1,4,4,3,1,3
3,7,2,2,0,7,1,5,4,1,3,2,4,2,A
3,8,0,3,0,2,1,5,4,1,3,2,1,4,P
4,8,1,1,0,1,1,3,5,5,3,3,1,4,Q
3,8,2,2,0,2,1,3,1,1,2,2,5,2,C
3,2,1,1,0,8,1,2,3,3,3,1,2,2,N
3,5,1,1,0,8,1,3,3,3,3,2,2,2,F
3,4,1,1,0,8,1,6,4,5,2,2,2,4,1
4,5,1,1,2,3,1,5,3,3,3,2,1,4,2
3,8,1,2,2,4,1,5,4,1,2,2,3,1,M
3,8,1,2,1,4,1,5,3,3,3,1,3,4,O
3,5,1,1,0,1,1,3,3,6,2,2,1,4,V
4,5,1,1,1,3,1,5,3,4,2,2,1,4,T
4,6,1,4,0,2,1,2,1,5,2,2,1,2,C
3,8,2,2,0,2,2,5,3,1,2,2,3,1,E
4,7,1,1,0,1,1,5,4,1,2,2,1,4,M
4,5,1,3,0,6,1,5,4,2,3,1,4,4,N
3,8,2,2,3,5,1,1,1,6,4,3,3,1,H
4,7,2,5,0,6,1,3,2,1,3,3,3,1,Q
4,4,1,2,0,7,2,3,2,4,3,3,4,2,Q
3,8,2,4,0,6,1,2,2,2,3,1,3,1,N
4,5,1,2,0,2,1,2,1,4,3,1,4,1,N
4,5,2,2,0,7,1,5,2,4,2,4,4,2,K
3,5,1,1,0,1,1,2,1,4,4,3,1,1,H
2,7,2,2,0,7,2,1,1,5,2,2,5,2,E
2,8,2,2,0,2,2,1,1,1,2,2,3,1,C
3,6,1,2,0,7,1,5,3,4,2,2,5,2,1
4,8,2,2,0,2,1,1,1,5,2,4,3,2,K
3,3,1,1,0,8,1,5,3,4,3,1,2,2,O
3,6,0,2,0,2,1,5,4,1,2,2,3,4,M
4,8,1,3,0,6,1,3,2,6,2,1,3,1,4
3,6,1,2,2,3,1,1,1,6,3,2,4,1,A
3,8,0,2,0,2,1,6,4,1,3,2,3,1,P
3,3,2,2,0,7,1,5,4,3,3,2,2,2,P
4,8,2,2,1,4,1,3,3,6,2,2,3,1,V
3,8,2,2,1,4,1,3,2,5,2,2,3,2,V
4,8,2,2,0,2,1,2,2,3,1,2,3,4,I
4,4,2,1,0,8,1,2,2,4,3,2,1,2,F
3,6,2,2,0,2,1,2,1,4,3,1,3,2,O
3,8,2,2,0,7,1,2,2,1,1,1,5,1,L
3,8,2,4,0,6,1,2,1,4,3,3,3,1,G
4,7,2,3,1,5,1,3,2,2,3,2,4,1,P
4,4,1,1,0,1,1,5,3,4,2,2,1,4,V
3,8,1,2,2,4,2,3,2,2,3,1,3,1,O
4,4,1,1,0,1,2,3,4,3,3,3,2,4,Q
3,8,2,2,1,4,1,3,2,6,2,2,3,1,V
4,5,1,1,0,8,1,4,3,4,3,2,2,4,A
3,5,1,2,0,2,1,5,2,3,2,1,5,4,4
3,6,0,2,0,2,1,5,4,1,2,2,3,4,M
3,7,1,1,0,1,1,3,1,6,3,2,1,2,P
4,5,1,1,0,1,2,6,4,5,5,3,2,4,X
4,7,1,3,0,2,1,5,4,2,3,2,3,2,A
4,7,2,2,0,7,1,3,2,2,1,1,4,2,L
4,6,1,2,0,7,1,5,3,3,3,2,5,2,2
4,3,1,2,0,7,1,4,3,4,3,1,5,2,5
4,8,2,2,1,4,1,3,1,6,2,2,3,1,V
3,4,2,2,0,2,1,3,1,5,2,2,4,2,V
3,4,1,1,0,8,2,2,1,5,3,1,2,2,O
4,3,0,1,0,8,1,2,1,5,2,2,2,2,V
3,4,0,1,0,8,1,2,4,5,3,2,1,2,P
4,6,2,2,0,7,1,2,1,1,3,2,5,2,2
4,5,1,2,0,7,1,5,4,4,3,1,5,4,O
3,8,2,2,1,4,1,2,2,4,3,2,3,1,B
4,5,1,1,0,1,1,3,3,2,3,1,1,4,N
4,1,1,1,0,1,1,2,1,2,2,1,2,1,J
4,5,1,2,0,7,2,2,1,1,2,2,5,2,T
3,7,1,1,0,1,1,6,3,4,2,2,1,1,1
4,8,2,2,0,7,1,5,2,1,3,2,4,2,P
5,4,0,2,0,1,1,5,4,2,4,2,5,2,Y
5,2,0,1,0,8,2,4,1,4,2,2,2,4,E
3,8,1,1,2,3,1,3,2,6,3,1,1,1,5
4,3,1,1,0,8,1,5,3,3,5,3,2,2,X
4,4,0,1,0,8,1,3,3,6,3,2,2,2,2
4,5,1,1,1,3,1,6,3,3,2,2,1,2,M
4,8,2,2,0,7,1,5,3,1,4,2,3,2,Y
3,4,1,2,0,2,1,6,6,4,4,2,1,2,Y
4,4,1,1,0,8,1,4,5,5,3,2,2,2,B
3,6,0,1,0,1,1,5,4,1,2,2,1,1,M
2,8,2,1,0,1,2,2,1,1,5,3,1,1,X
3,3,1,2,0,7,1,3,3,3,2,2,5,2,V
3,8,1,4,0,2,1,5,3,2,1,1,3,2,L
4,8,1,2,2,4,1,3,3,3,4,2,3,1,S
4,6,1,2,0,7,2,5,5,6,2,2,5,4,E
5,6,0,1,0,8,2,5,7,4,2,2,1,1,T
4,7,1,2,0,7,1,6,4,1,4,2,5,2,Y
4,8,2,3,1,5,2,3,1,3,2,2,4,2,V
4,7,1,2,0,2,2,3,2,2,1,2,4,2,I
4,8,2,2,0,2,1,6,5,3,2,2,4,2,V
4,6,1,3,1,5,2,3,1,1,3,3,3,1,Q
3,8,1,2,0,2,1,3,4,6,3,2,3,2,2
4,8,2,2,0,7,2,3,1,6,3,3,4,2,Q
4,8,2,2,0,2,1,1,2,2,3,2,3,2,A
3,8,2,3,0,6,1,2,1,4,3,2,3,1,2
5,3,0,1,0,8,1,3,5,2,3,3,2,2,G
4,8,1,2,0,2,1,2,2,2,1,1,3,2,U
3,8,1,2,0,2,1,3,4,6,2,2,3,1,M
2,8,2,2,0,2,1,2,2,1,1,1,1,1,U
4,8,2,2,0,1,1,5,4,5,3,2,3,4,P
4,7,1,2,0,2,1,6,3,4,3,3,3,4,G
3,8,2,2,1,4,1,2,2,4,3,2,3,1,B
3,8,2,3,0,6,1,1,1,4,2,2,3,1,1
3,8,1,1,0,8,1,3,3,4,5,3,1,1,X
4,7,1,2,0,7,1,5,3,4,3,3,4,2,Q
5,6,0,1,0,1,1,5,3,4,4,4,1,4,3
3,6,1,1,0,1,1,5,2,4,3,2,1,1,A
2,8,2,2,0,2,1,5,3,5,4,2,3,1,Y
4,5,2,2,0,2,1,2,2,5,3,2,4,2,B
3,8,2,2,3,5,2,2,1,4,1,3,3,1,Z
4,8,1,2,0,7,1,5,4,1,3,2,4,2,P
5,8,1,2,0,7,1,2,1,4,3,2,5,2,B
3,2,1,1,0,8,1,3,3,3,2,2,2,2,V
3,7,1,1,0,1,1,3,1,6,3,2,1,2,P
3,7,2,2,0,7,1,1,1,5,3,3,5,2,G
4,8,1,2,0,2,2,3,1,4,2,3,3,2,D
5,8,2,3,1,5,1,3,3,5,1,1,3,1,L
3,7,1,2,0,2,2,2,1,1,4,4,3,1,3
3,4,1,1,2,3,1,3,4,4,3,2,1,1,P
4,6,1,1,0,1,1,4,4,4,2,2,1,4,T
3,4,1,1,0,8,1,6,4,4,2,2,2,2,M
3,8,1,2,2,4,2,3,2,2,3,1,3,1,O
4,8,2,2,0,1,1,3,4,1,3,3,3,1,Q
4,7,2,1,0,1,2,3,1,6,2,2,1,1,V
3,5,2,4,0,6,1,1,1,6,3,1,3,1,N
4,5,1,2,0,7,1,1,1,5,2,4,5,2,K
4,4,1,2,2,4,1,4,4,1,3,2,4,4,2
4,4,2,2,0,7,2,1,2,4,5,3,5,2,X
3,8,2,2,1,4,1,3,5,2,3,1,3,4,O
4,8,2,2,2,4,1,1,2,6,3,2,3,1,B
3,5,2,2,0,7,1,2,1,2,1,1,5,2,L
2,8,2,4,0,2,2,1,1,2,3,2,3,1,F
4,1,1,1,0,8,1,5,7,1,2,2,2,5,1
3,8,1,3,2,5,1,5,5,1,2,2,3,1,M
3,7,1,2,2,4,1,6,5,3,5,3,4,1,X
4,4,1,1,1,3,1,3,5,2,4,2,1,4,S
3,8,2,3,0,6,1,3,3,3,3,3,3,1,G
3,8,2,2,1,4,1,3,2,5,2,2,3,2,V
4,4,1,1,0,1,1,5,5,3,3,1,1,2,5
4,5,1,1,0,8,1,4,3,4,2,2,2,2,V
4,7,1,1,0,8,1,3,2,4,3,3,1,4,G
3,8,1,2,0,2,1,3,4,6,2,2,3,1,M
4,3,1,1,0,1,2,3,1,1,2,2,1,4,1
5,3,0,1,0,8,1,5,4,3,4,2,2,4,Y
3,6,1,2,1,4,1,5,2,2,1,1,1,4,R
3,5,1,1,0,1,2,4,5,6,3,2,1,1,B
4,6,1,2,0,7,1,2,2,3,3,2,5,2,B
4,7,2,2,0,7,1,1,1,6,3,2,5,2,2
4,4,0,1,0,8,2,5,5,3,1,2,2,4,I
4,8,1,2,2,4,1,5,3,4,2,2,3,1,M
3,6,1,2,0,1,1,5,4,1,2,2,2,4,M
3,5,1,1,0,1,1,3,5,2,2,2,1,2,V
4,3,1,1,0,1,1,6,3,1,3,3,1,2,G
4,4,1,1,2,3,2,1,1,6,5,5,1,1,W
3,7,2,3,0,6,2,1,1,5,5,5,3,2,W
3,2,1,1,0,1,1,2,2,4,3,2,2,2,B
3,8,2,2,1,4,1,3,3,3,2,2,3,1,T
3,4,1,1,2,3,1,3,4,4,3,2,1,1,P
3,5,1,2,2,3,1,6,4,3,2,1,4,4,4
4,4,1,1,0,1,1,5,3,3,1,3,1,4,Z
4,4,1,1,0,8,1,5,3,5,4,3,2,4,H
4,7,1,2,2,4,1,6,4,1,3,2,4,4,B
3,4,1,2,0,7,2,3,3,1,2,2,5,4,E
4,4,1,2,2,4,1,4,4,1,3,2,4,4,2
4,8,2,2,0,2,1,3,2,3,4,3,3,1,H
4,8,2,2,0,7,1,5,2,1,3,2,4,2,P
1,2,2,2,0,2,2,4,4,5,3,2,5,2,2
4,8,2,3,1,5,2,3,1,3,2,2,4,2,V
4,5,1,1,1,3,1,6,3,3,2,2,1,2,M
4,6,1,4,0,2,1,2,1,5,2,2,1,2,C
3,4,1,2,0,2,1,6,4,1,4,2,1,4,Y
3,6,1,1,0,1,1,4,4,4,2,1,1,2,J
3,5,1,1,0,1,2,2,1,5,2,3,1,2,D
3,1,2,1,0,8,2,3,1,1,2,2,2,2,E
3,8,2,3,0,6,1,1,1,4,2,2,3,1,1
4,4,0,1,0,1,2,5,2,3,3,1,1,4,N
3,6,1,2,0,2,1,5,4,1,4,3,2,3,H
4,8,1,2,0,2,1,3,4,4,3,2,3,1,P
4,7,2,2,1,4,1,3,1,6,3,3,3,1,Q
3,8,2,3,0,6,2,3,3,1,1,1,3,2,U
2,6,1,1,0,1,1,3,5,3,2,2,1,1,M
3,6,1,1,0,1,1,3,4,5,3,2,1,1,P
5,6,1,2,0,7,2,6,2,3,4,2,5,4,S
4,8,2,2,0,2,1,1,1,6,2,4,3,1,K
3,3,1,2,0,2,1,3,2,3,2,1,5,2,4
4,5,1,2,0,7,1,5,1,2,1,1,5,2,R
4,8,2,2,0,7,1,2,1,5,3,1,5,2,5
2,7,1,3,0,2,1,4,2,4,2,3,4,2,D
2,8,1,2,0,2,1,4,4,6,3,2,3,1,P
3,8,2,2,0,2,2,3,1,1,2,3,3,4,D
4,3,1,1,0,8,1,6,3,3,4,2,2,2,Y
3,5,1,1,0,1,1,5,5,5,3,1,1,4,N
2,6,1,1,0,1,1,3,3,3,3,1,1,4,N
4,3,2,2,0,2,1,3,2,4,3,2,5,2,2
4,4,1,1,0,1,1,2,1,3,2,2,2,2,C
4,8,2,3,0,6,2,1,1,6,2,2,3,1,C
4,8,2,2,0,2,1,1,1,5,2,4,3,2,K
3,8,2,2,0,2,2,3,1,1,3,1,3,1,O
4,5,1,1,0,1,1,6,1,4,2,2,2,4,1
3,8,1,2,2,4,1,5,3,1,3,2,3,1,P
3,8,2,2,1,4,1,4,3,4,3,1,3,1,5
4,7,1,2,0,7,1,5,3,4,1,2,5,2,I
3,8,2,2,2,4,1,3,3,6,2,2,3,1,M
3,8,0,3,0,6,1,3,2,1,3,3,3,1,G
4,7,1,2,0,7,1,4,3,1,3,2,5,1,P
4,4,1,1,0,8,1,3,4,5,3,2,2,4,2
4,4,1,1,0,8,1,4,3,5,2,1,2,2,4
4,6,2,2,0,7,2,2,1,4,3,2,5,2,B
3,8,2,2,2,4,2,1,1,6,2,2,3,1,E
5,3,0,2,0,7,1,5,3,4,2,2,5,2,T
4,7,1,2,0,7,1,1,1,4,3,2,5,2,2
4,6,0,1,0,1,2,3,1,1,3,3,1,2,Q
4,6,1,2,0,7,1,2,2,3,3,2,5,2,B
4,8,2,2,0,7,1,2,7,1,2,3,5,2,D
3,3,1,1,0,1,1,5,3,4,5,3,1,2,X
3,8,2,2,1,4,1,2,2,3,3,1,3,1,O
1,7,1,2,0,2,1,3,3,3,3,2,3,1,2
3,7,1,3,0,6,1,5,3,3,2,4,4,4,K
5,5,2,4,0,6,1,5,3,3,3,1,3,4,O
3,7,1,1,0,8,1,3,5,5,1,1,2,2,L
3,1,1,1,0,8,1,1,2,4,3,2,2,2,B
3,3,1,1,0,1,1,5,3,5,3,1,2,2,5
3,2,1,2,0,7,1,3,3,3,3,2,2,2,2
3,6,1,1,0,8,1,2,3,1,2,2,2,2,M
2,7,1,1,0,8,2,3,1,1,3,2,2,2,B
4,2,1,1,0,8,1,4,4,6,2,3,2,4,D
4,4,2,2,0,2,1,3,3,3,3,1,3,4,O
4,7,1,1,0,8,1,5,5,2,2,2,1,4,T
4,8,1,2,0,7,2,2,1,1,1,1,4,4,U
3,7,2,2,0,7,1,1,1,5,3,3,5,2,G
2,4,2,2,0,7,2,2,1,1,2,2,5,2,E
4,5,1,1,0,8,1,3,3,3,2,2,2,4,1
5,4,0,1,0,8,1,4,4,5,2,2,2,2,M
4,4,1,2,0,7,1,5,3,3,2,2,5,2,V
4,6,1,1,0,8,1,2,1,4,2,1,2,2,4
2,7,2,2,0,7,2,1,1,5,2,2,5,2,E
4,5,1,1,0,1,1,3,2,3,2,2,1,1,V
2,7,1,2,0,7,1,3,2,3,2,1,5,2,J
5,8,0,2,2,4,1,3,3,5,2,2,3,4,E
4,7,1,2,0,7,2,3,1,4,2,3,5,2,D
3,6,1,2,1,4,1,5,2,2,1,1,1,4,R
3,8,2,3,0,6,2,2,1,4,3,1,3,2,O
3,6,1,1,0,1,1,5,2,4,3,2,1,1,A
4,7,1,2,0,2,1,5,2,3,1,1,3,4,U
4,5,1,2,0,7,2,2,1,5,1,4,5,2,6
4,8,2,2,0,2,2,3,1,2,3,2,3,4,2
4,8,1,2,0,2,1,2,1,5,3,2,4,2,B
4,6,1,1,0,1,2,3,5,1,2,2,1,2,E
4,8,2,2,0,1,1,3,4,1,3,3,3,1,Q
4,8,2,2,0,7,1,3,7,1,3,2,5,2,2
3,5,0,1,0,1,1,3,7,2,3,2,1,1,2
4,4,1,1,0,1,1,4,3,3,1,1,1,2,U
4,8,1,2,2,4,1,3,5,2,2,3,3,1,D
2,7,2,2,1,4,1,1,1,5,2,2,4,2,V
3,8,1,2,1,4,1,6,2,4,2,4,3,1,K
4,5,1,2,0,2,1,2,1,4,3,1,4,1,N
4,6,1,2,2,4,1,3,1,4,2,1,3,1,J
4,7,1,2,0,7,2,3,2,2,3,1,5,2,N
4,6,1,1,0,8,1,2,2,4,1,1,2,2,R
4,8,1,2,0,2,1,6,4,4,3,2,3,4,A
2,6,1,1,0,1,1,5,4,3,3,2,1,1,2
4,3,1,2,0,7,1,3,3,4,4,3,2,2,H
4,7,0,1,0,8,1,6,4,1,2,2,1,4,M
2,7,1,1,0,8,2,3,1,1,3,2,2,2,B
4,6,1,2,0,7,1,5,3,3,3,2,5,2,2
4,7,1,2,0,2,1,5,2,3,1,1,3,4,U
4,7,1,2,0,7,1,5,3,1,3,3,5,2,G
4,8,1,2,0,2,2,5,3,1,3,1,5,2,O
4,4,0,1,0,1,1,5,5,2,2,1,2,4,J
4,3,1,1,0,8,1,2,2,4,3,2,2,2,2
4,8,1,2,0,7,1,5,1,3,4,3,5,2,H
4,7,2,2,0,7,1,1,1,6,3,2,5,2,2
4,8,1,2,1,3,1,3,2,1,3,2,3,1,A
3,6,0,1,0,1,1,5,5,6,3,3,1,4,Q
4,8,2,2,0,2,1,3,6,6,2,2,3,1,M
4,7,2,2,0,2,2,3,1,1,2,2,4,2,M
3,8,1,1,0,1,1,3,4,6,2,4,1,2,K
3,8,2,4,0,6,1,1,3,5,2,2,3,1,M
3,8,1,2,0,1,1,6,4,1,2,2,3,1,M
4,8,2,2,0,2,1,1,1,6,3,1,3,2,O
4,8,1,3,1,4,1,3,3,3,2,2,3,1,V
4,4,1,1,0,1,1,5,3,5,3,1,1,4,O
5,3,0,1,0,1,1,5,4,4,3,1,2,4,N
4,6,2,2,0,7,1,2,2,1,2,2,5,2,V
3,8,2,2,0,2,1,5,2,2,1,1,3,1,L
4,8,2,2,0,2,1,3,3,5,3,3,3,1,Q
4,8,2,2,2,4,1,1,1,5,2,2,4,1,E
1,8,2,2,1,4,1,3,1,6,3,2,3,1,P
4,3,1,1,0,8,1,3,2,3,3,2,2,2,2
3,8,2,2,1,4,1,3,1,5,3,3,3,2,G
4,4,1,2,2,4,1,4,4,1,3,2,4,4,2
3,7,1,1,1,3,1,6,5,1,3,1,1,1,O
4,6,1,2,0,2,2,5,3,4,5,3,3,4,X
4,6,1,1,1,3,2,3,1,1,5,3,1,4,X
2,8,2,2,2,4,1,2,1,5,2,4,3,1,K
4,2,0,1,0,1,1,6,4,1,3,2,2,4,A
4,8,1,2,0,2,2,3,1,4,2,3,3,2,D
4,4,1,1,0,1,1,3,4,4,3,3,1,4,G
4,5,1,2,4,5,1,3,5,4,3,1,4,4,N
3,8,1,2,2,4,1,3,2,3,1,2,3,1,I
4,5,1,1,0,1,1,6,3,3,3,3,1,2,Q
3,1,1,2,0,7,1,2,2,3,3,3,5,2,G
3,8,1,4,0,6,1,5,2,2,2,2,3,2,C
3,4,1,1,0,8,2,2,1,5,3,1,2,2,O
4,8,1,1,0,1,1,6,5,1,2,2,1,2,M
3,8,1,2,2,4,2,3,2,2,3,1,3,1,O
4,4,1,2,0,7,1,5,3,3,2,2,5,2,V
4,5,1,1,0,1,1,3,2,4,2,2,1,1,M
4,3,2,3,1,5,2,5,3,2,4,4,1,4,3
4,7,2,2,0,2,1,4,3,4,3,1,3,4,5
4,5,1,1,1,3,1,5,3,3,3,1,1,4,N
3,7,2,2,2,4,2,2,2,4,1,2,3,1,I
5,5,0,2,0,2,1,6,4,1,2,2,2,4,M
3,8,1,2,2,4,1,4,1,4,2,1,3,1,J
4,4,1,1,0,8,1,5,3,5,4,3,2,4,H
4,8,2,2,0,2,1,1,1,4,3,2,3,2,2
3,8,2,4,0,6,1,2,1,4,3,3,3,1,G
4,2,2,2,0,7,1,3,1,1,3,2,5,2,B
4,6,1,2,0,7,2,3,1,3,3,3,4,2,Q
5,4,1,1,0,1,1,3,4,5,4,4,1,5,3
3,8,2,2,3,5,2,3,1,5,2,1,3,1,J
4,8,1,1,0,1,1,3,5,5,3,3,1,4,Q
3,8,2,2,0,2,1,3,1,3,2,2,3,1,M
3,6,1,2,0,7,1,5,3,4,2,2,5,2,1
3,7,2,2,0,2,1,1,2,2,3,2,4,1,P
4,4,2,2,0,7,1,4,5,2,2,1,4,2,J
3,6,1,1,0,8,1,3,3,5,3,2,2,2,P
2,8,2,2,0,2,1,5,3,5,4,2,3,1,Y
4,8,2,2,0,2,2,2,1,4,2,2,3,1,E
4,7,2,2,0,7,1,2,2,1,1,1,5,2,U
3,6,2,2,0,7,1,2,2,6,3,3,5,2,Q
4,7,1,1,0,8,1,3,2,4,3,3,1,4,G
3,8,2,3,0,6,1,3,3,1,3,1,5,2,5
3,8,2,2,1,4,1,1,3,4,3,2,3,1,2
4,4,1,2,0,7,1,2,1,5,3,2,5,2,B
3,8,2,3,1,5,1,3,3,4,4,2,3,2,Y
4,6,1,2,0,7,1,5,2,2,3,2,5,2,A
3,8,2,3,0,6,1,3,1,1,3,3,3,1,Q
4,8,2,2,0,2,2,1,1,5,3,1,3,1,O
4,5,2,1,0,1,1,1,2,4,3,1,1,1,O
3,8,2,2,2,4,1,1,1,3,2,1,3,1,J
4,3,0,1,0,1,1,5,4,1,3,2,2,1,P
4,3,1,1,0,8,1,3,2,3,3,2,2,2,2
3,6,0,1,0,1,1,5,5,6,3,3,1,4,Q
4,4,0,1,0,1,2,5,2,3,3,1,1,4,N
3,8,2,2,1,4,1,3,3,3,4,3,3,4,H
2,8,2,3,0,6,1,2,1,6,3,1,3,1,O
3,8,1,4,0,2,1,5,3,2,1,1,3,2,L
2,6,1,1,0,1,1,3,5,3,2,2,1,1,M
5,3,0,1,0,8,1,5,4,4,2,2,2,4,1
1,6,2,2,0,7,2,1,1,6,2,2,5,2,E
4,5,1,2,0,7,1,3,5,2,3,1,5,2,5
3,7,2,2,0,7,2,3,1,1,5,3,4,4,X
3,8,1,2,0,2,1,6,4,1,2,2,3,4,M
4,6,1,2,0,7,1,1,1,4,2,1,5,2,4
3,3,1,1,0,1,1,5,3,4,5,3,1,2,X
4,4,0,1,0,1,1,5,4,6,3,2,1,4,P
4,3,1,1,0,8,1,1,1,4,2,1,2,2,4
4,4,2,2,0,7,2,3,1,4,3,1,5,2,O
4,5,1,1,0,1,1,6,3,4,3,1,1,1,5
3,8,1,2,0,2,2,2,1,1,5,3,3,1,X
3,3,1,1,0,1,1,3,3,5,2,2,1,1,M
4,8,2,3,0,6,1,3,2,3,4,2,3,1,Y
4,7,1,2,0,7,1,3,2,3,2,2,5,2,M
4,4,1,1,0,8,2,3,1,5,3,3,2,2,Q
3,8,2,2,2,4,1,2,2,1,3,2,3,2,A
4,4,1,1,0,1,1,5,5,3,3,1,1,2,5
4,5,2,2,0,2,1,5,5,2,3,2,4,4,P
4,6,1,2,0,7,1,5,3,3,3,2,5,2,2
4,6,1,2,0,7,1,5,3,3,3,2,5,2,2
2,8,2,2,0,7,2,3,1,1,2,2,3,4,E
4,8,2,2,0,2,1,3,2,4,2,2,3,2,T
4,3,1,1,0,8,1,4,4,4,3,2,2,2,2
3,4,1,1,0,1,1,5,1,1,5,3,1,4,X
4,6,0,1,0,1,2,3,1,1,3,3,1,2,Q
3,8,2,2,2,4,1,3,2,2,3,2,3,1,P
4,8,1,3,0,6,1,3,2,5,3,2,3,4,B
4,5,1,1,1,3,1,5,3,3,3,1,1,4,N
3,8,2,2,0,2,2,2,1,1,5,3,3,1,X
4,1,2,2,0,7,1,2,2,3,1,1,5,2,U
4,3,1,1,0,8,1,2,1,6,2,1,2,2,4
4,6,2,3,0,7,1,2,1,4,2,1,5,2,J
3,2,1,2,0,2,1,6,5,3,3,1,2,2,O
3,8,1,2,0,2,1,5,4,6,2,2,3,4,M
3,8,2,3,0,6,2,2,1,4,3,1,3,2,O
3,6,1,1,0,8,1,2,1,4,3,1,2,2,O
5,3,0,1,0,1,1,5,4,4,3,1,2,4,N
4,5,2,2,0,7,1,3,1,1,3,3,5,2,G
4,6,2,1,0,8,1,1,1,4,2,2,2,2,C
3,7,1,2,0,2,1,2,3,1,3,2,5,2,F
3,6,2,2,0,2,1,2,1,4,3,1,3,2,O
3,4,1,1,3,3,1,3,2,4,1,1,2,4,R
4,8,2,2,0,2,2,3,1,2,3,2,3,4,2
2,2,2,2,0,2,2,1,1,5,1,3,5,2,Z
3,8,2,3,2,5,1,3,1,4,1,1,3,1,L
3,6,1,3,0,6,2,6,5,1,2,4,4,1,K
4,3,2,2,0,2,1,3,2,4,3,2,5,2,2
4,5,1,1,1,3,1,5,3,3,3,1,1,4,N
3,8,2,2,0,2,1,6,4,1,1,1,3,1,R
3,5,1,1,0,1,1,2,1,4,3,2,1,1,P
3,8,2,2,1,4,2,3,1,6,1,3,3,1,Z
3,6,0,1,0,1,1,5,4,4,2,3,1,4,D
2,7,1,1,0,1,1,3,1,4,2,1,1,1,J
1,8,1,2,0,2,1,1,1,6,2,2,3,1,M
1,8,1,2,0,2,1,1,1,6,2,4,5,1,K
3,8,1,4,0,6,1,3,1,5,1,2,3,1,I
4,8,2,2,1,4,2,2,1,6,3,1,3,1,N
4,8,2,2,1,4,1,5,3,3,4,2,3,1,S
4,4,0,1,0,1,1,5,4,6,3,2,1,4,P
3,1,0,1,0,1,1,5,4,2,4,3,2,4,H
3,8,1,2,3,5,1,3,1,6,4,4,3,1,3
